Rule_Number,ICD_10_Code,Category,Code_Description
Rule 3B,S51812A,Related open wounds,"Laceration without foreign body of left forearm, initial encounter"
Rule 3B,S51819A,Related open wounds,"Laceration without foreign body of unspecified forearm, initial encounter"
Rule 3B,S51821A,Related open wounds,"Laceration with foreign body of right forearm, initial encounter"
Rule 3B,S51822A,Related open wounds,"Laceration with foreign body of left forearm, initial encounter"
Rule 3B,S51829A,Related open wounds,"Laceration with foreign body of unspecified forearm, initial encounter"
Rule 3B,S51831A,Related open wounds,"Puncture wound without foreign body of right forearm, initial encounter"
Rule 3B,S51832A,Related open wounds,"Puncture wound without foreign body of left forearm, initial encounter"
Rule 3B,S51839A,Related open wounds,"Puncture wound without foreign body of unspecified forearm, initial encounter"
Rule 3B,S51841A,Related open wounds,"Puncture wound with foreign body of right forearm, initial encounter"
Rule 3B,S51842A,Related open wounds,"Puncture wound with foreign body of left forearm, initial encounter"
Rule 3B,S51849A,Related open wounds,"Puncture wound with foreign body of unspecified forearm, initial encounter"
Rule 3B,S55011A,Related open wounds,"Laceration of ulnar artery at forearm level, right arm, initial encounter"
Rule 3B,S55012A,Related open wounds,"Laceration of ulnar artery at forearm level, left arm, initial encounter"
Rule 3B,S55019A,Related open wounds,"Laceration of ulnar artery at forearm level, unspecified arm, initial encounter"
Rule 3B,S55111A,Related open wounds,"Laceration of radial artery at forearm level, right arm, initial encounter"
Rule 3B,S55112A,Related open wounds,"Laceration of radial artery at forearm level, left arm, initial encounter"
Rule 3B,S55119A,Related open wounds,"Laceration of radial artery at forearm level, unspecified arm, initial encounter"
Rule 3B,S55211A,Related open wounds,"Laceration of vein at forearm level, right arm, initial encounter"
Rule 3B,S55212A,Related open wounds,"Laceration of vein at forearm level, left arm, initial encounter"
Rule 3B,S55219A,Related open wounds,"Laceration of vein at forearm level, unspecified arm, initial encounter"
Rule 3B,S55811A,Related open wounds,"Laceration of other blood vessels at forearm level, right arm, initial encounter"
Rule 3B,S55812A,Related open wounds,"Laceration of other blood vessels at forearm level, left arm, initial encounter"
Rule 3B,S55819A,Related open wounds,"Laceration of other blood vessels at forearm level, unspecified arm, initial encounter"
Rule 3B,S55911A,Related open wounds,"Laceration of unspecified blood vessel at forearm level, right arm, initial encounter"
Rule 3B,S55912A,Related open wounds,"Laceration of unspecified blood vessel at forearm level, left arm, initial encounter"
Rule 3B,S55919A,Related open wounds,"Laceration of unspecified blood vessel at forearm level, unspecified arm, initial encounter"
Rule 3B,S56021A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of right thumb at forearm level, initial encounter"
Rule 3B,S56022A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of left thumb at forearm level, initial encounter"
Rule 3B,S56029A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of unspecified thumb at forearm level, initial encounter"
Rule 3B,S56121A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of right index finger at forearm level, initial encounter"
Rule 3B,S56122A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of left index finger at forearm level, initial encounter"
Rule 3B,S56123A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of right middle finger at forearm level, initial encounter"
Rule 3B,S56124A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of left middle finger at forearm level, initial encounter"
Rule 3B,S56125A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of right ring finger at forearm level, initial encounter"
Rule 3B,S56126A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of left ring finger at forearm level, initial encounter"
Rule 3B,S56127A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of right little finger at forearm level, initial encounter"
Rule 3B,S56128A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of left little finger at forearm level, initial encounter"
Rule 3B,S56129A,Related open wounds,"Laceration of flexor muscle, fascia and tendon of unspecified finger at forearm level, initial encounter"
Rule 3B,S56221A,Related open wounds,"Laceration of other flexor muscle, fascia and tendon at forearm level, right arm, initial encounter"
Rule 3B,S56222A,Related open wounds,"Laceration of other flexor muscle, fascia and tendon at forearm level, left arm, initial encounter"
Rule 3B,S56229A,Related open wounds,"Laceration of other flexor muscle, fascia and tendon at forearm level, unspecified arm, initial encounter"
Rule 3B,S56321A,Related open wounds,"Laceration of extensor or abductor muscles, fascia and tendons of right thumb at forearm level, initial encounter"
Rule 3B,S56322A,Related open wounds,"Laceration of extensor or abductor muscles, fascia and tendons of left thumb at forearm level, initial encounter"
Rule 3B,S56329A,Related open wounds,"Laceration of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level, initial encounter"
Rule 3B,S56421A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of right index finger at forearm level, initial encounter"
Rule 3B,S56422A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of left index finger at forearm level, initial encounter"
Rule 3B,S56423A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of right middle finger at forearm level, initial encounter"
Rule 3B,S56424A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of left middle finger at forearm level, initial encounter"
Rule 3B,S56425A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of right ring finger at forearm level, initial encounter"
Rule 3B,S56426A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of left ring finger at forearm level, initial encounter"
Rule 3B,S56427A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of right little finger at forearm level, initial encounter"
Rule 3B,S56428A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of left little finger at forearm level, initial encounter"
Rule 3B,S56429A,Related open wounds,"Laceration of extensor muscle, fascia and tendon of unspecified finger at forearm level, initial encounter"
Rule 3B,S56521A,Related open wounds,"Laceration of other extensor muscle, fascia and tendon at forearm level, right arm, initial encounter"
Rule 3B,S56522A,Related open wounds,"Laceration of other extensor muscle, fascia and tendon at forearm level, left arm, initial encounter"
Rule 3B,S56529A,Related open wounds,"Laceration of other extensor muscle, fascia and tendon at forearm level, unspecified arm, initial encounter"
Rule 3B,S56821A,Related open wounds,"Laceration of other muscles, fascia and tendons at forearm level, right arm, initial encounter"
Rule 3B,S56822A,Related open wounds,"Laceration of other muscles, fascia and tendons at forearm level, left arm, initial encounter"
Rule 3B,S56829A,Related open wounds,"Laceration of other muscles, fascia and tendons at forearm level, unspecified arm, initial encounter"
Rule 3B,S56921A,Related open wounds,"Laceration of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter"
Rule 3B,S56922A,Related open wounds,"Laceration of unspecified muscles, fascia and tendons at forearm level, left arm, initial encounter"
Rule 3B,S56929A,Related open wounds,"Laceration of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter"
Rule 3B,S60211A,Related open wounds,"Contusion of right wrist, initial encounter"
Rule 3B,S60212A,Related open wounds,"Contusion of left wrist, initial encounter"
Rule 3B,S60219A,Related open wounds,"Contusion of unspecified wrist, initial encounter"
Rule 3B,S60811A,Related open wounds,"Abrasion of right wrist, initial encounter"
Rule 3B,S60812A,Related open wounds,"Abrasion of left wrist, initial encounter"
Rule 3B,S60819A,Related open wounds,"Abrasion of unspecified wrist, initial encounter"
Rule 3B,S60851A,Related open wounds,"Superficial foreign body of right wrist, initial encounter"
Rule 3B,S60852A,Related open wounds,"Superficial foreign body of left wrist, initial encounter"
Rule 3B,S60859A,Related open wounds,"Superficial foreign body of unspecified wrist, initial encounter"
Rule 3B,S60911A,Related open wounds,"Unspecified superficial injury of right wrist, initial encounter"
Rule 3B,S60912A,Related open wounds,"Unspecified superficial injury of left wrist, initial encounter"
Rule 3B,S60919A,Related open wounds,"Unspecified superficial injury of unspecified wrist, initial encounter"
Rule 3B,S61501A,Related open wounds,"Unspecified open wound of right wrist, initial encounter"
Rule 3B,S61502A,Related open wounds,"Unspecified open wound of left wrist, initial encounter"
Rule 3B,S61509A,Related open wounds,"Unspecified open wound of unspecified wrist, initial encounter"
Rule 3B,S61511A,Related open wounds,"Laceration without foreign body of right wrist, initial encounter"
Rule 3B,S61512A,Related open wounds,"Laceration without foreign body of left wrist, initial encounter"
Rule 3B,S61519A,Related open wounds,"Laceration without foreign body of unspecified wrist, initial encounter"
Rule 3B,S61521A,Related open wounds,"Laceration with foreign body of right wrist, initial encounter"
Rule 3B,S61522A,Related open wounds,"Laceration with foreign body of left wrist, initial encounter"
Rule 3B,S61529A,Related open wounds,"Laceration with foreign body of unspecified wrist, initial encounter"
Rule 3B,S61531A,Related open wounds,"Puncture wound without foreign body of right wrist, initial encounter"
Rule 3B,S61532A,Related open wounds,"Puncture wound without foreign body of left wrist, initial encounter"
Rule 3B,S61539A,Related open wounds,"Puncture wound without foreign body of unspecified wrist, initial encounter"
Rule 3B,S61541A,Related open wounds,"Puncture wound with foreign body of right wrist, initial encounter"
Rule 3B,S61542A,Related open wounds,"Puncture wound with foreign body of left wrist, initial encounter"
Rule 3B,S61549A,Related open wounds,"Puncture wound with foreign body of unspecified wrist, initial encounter"
Rule 3B,S65011A,Related open wounds,"Laceration of ulnar artery at wrist and hand level of right arm, initial encounter"
Rule 3B,S65012A,Related open wounds,"Laceration of ulnar artery at wrist and hand level of left arm, initial encounter"
